CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT,String,Longitude,Latitude
25608000,23RD,POINT (-122.42413623493873 37.75350307535046),ST,25608000,-122.42413623493873 37.75350307535046,-122.42414,37.7535
21940000,BOSWORTH,POINT (-122.43414453746486 37.73355034324802),ST,21940000,-122.43414453746486 37.73355034324802,-122.43414,37.73355
24548000,STEUART,POINT (-122.39164579758591 37.7920057014845),ST,24548000,-122.39164579758591 37.7920057014845,-122.39165,37.79201
51372000,BATTERY CAULFIELD,POINT (-122.47530221070156 37.7936658152309),RD,51372000,-122.47530221070156 37.7936658152309,-122.4753,37.79367
21330000,GODEUS,POINT (-122.42168044803013 37.74282117420399),ST,21330000,-122.42168044803013 37.74282117420399,-122.42168,37.74282
26498000,FRANKLIN,POINT (-122.4235940721972 37.788279732875324),ST,26498000,-122.4235940721972 37.788279732875324,-122.42359,37.78828
20108000,DOUBLE ROCK,POINT (-122.38805581846829 37.72069280493673),ST,20108000,-122.38805581846829 37.72069280493673,-122.38806,37.72069
21812000,I-280 S OFF,POINT (-122.43667894911864 37.73153839514544),RAMP,21812000,-122.43667894911864 37.73153839514544,-122.43668,37.73154
25213000,FRANKLIN,POINT (-122.42302755224651 37.785482243712195),ST,25213000,-122.42302755224651 37.785482243712195,-122.42303,37.78548
23475000,43RD,POINT (-122.50153572617738 37.74378490407565),AVE,23475000,-122.50153572617738 37.74378490407565,-122.50154,37.74378
50233000,MARK TWAIN,POINT (-122.40217086795884 37.795234744235124),PL,50233000,-122.40217086795884 37.795234744235124,-122.40217,37.79523
32921000,18TH,POINT (-122.4433744302055 37.760376327883506),ST,32921000,-122.4433744302055 37.760376327883506,-122.44337,37.76038
23104000,ARBALLO,POINT (-122.48301534081621 37.720449996670254),DR,23104000,-122.48301534081621 37.720449996670254,-122.48302,37.72045
26822000,BRODERICK,POINT (-122.4421095251934 37.78785557340597),ST,26822000,-122.4421095251934 37.78785557340597,-122.44211,37.78786
30745000,MARKET,POINT (-122.41629170163517 37.77749384359778),ST,30745000,-122.41629170163517 37.77749384359778,-122.41629,37.77749
24246000,FOLSOM,POINT (-122.41161011670462 37.77376934637587),ST,24246000,-122.41161011670462 37.77376934637587,-122.41161,37.77377
20657000,PERRY,POINT (-122.39684142738467 37.782119122465254),ST,20657000,-122.39684142738467 37.782119122465254,-122.39684,37.78212
21902000,26TH,POINT (-122.42484502459861 37.74863258799419),ST,21902000,-122.42484502459861 37.74863258799419,-122.42485,37.74863
54189000,MAXWELL,POINT (-122.4226066304845 37.76744441939177),CT,54189000,-122.4226066304845 37.76744441939177,-122.42261,37.76744
27538000,GEARY,POINT (-122.48151572251682 37.78022581890447),BLVD,27538000,-122.48151572251682 37.78022581890447,-122.48152,37.78023
24577000,JACKSON,POINT (-122.39833314806847 37.79709205358018),ST,24577000,-122.39833314806847 37.79709205358018,-122.39833,37.79709
26401000,CLAYTON,POINT (-122.44763462869108 37.76513873443285),ST,26401000,-122.44763462869108 37.76513873443285,-122.44763,37.76514
52083000,FORT FUNSTON,POINT (-122.50029935205868 37.714652344903506),RD,52083000,-122.50029935205868 37.714652344903506,-122.5003,37.71465
22970000,MADRONE,POINT (-122.46685949710835 37.74349086284709),AVE,22970000,-122.46685949710835 37.74349086284709,-122.46686,37.74349
33177000,WHEAT,POINT (-122.40073428236919 37.72170655936983),ST,33177000,-122.40073428236919 37.72170655936983,-122.40073,37.72171
21453000,POPE,POINT (-122.44010845971225 37.71147716928584),ST,21453000,-122.44010845971225 37.71147716928584,-122.44011,37.71148
26526000,AUSTIN,POINT (-122.42696285953883 37.7883279987055),ST,26526000,-122.42696285953883 37.7883279987055,-122.42696,37.78833
50939000,BACHE,POINT (-122.41765036364777 37.73311159223809),ST,50939000,-122.41765036364777 37.73311159223809,-122.41765,37.73311
22530000,ALEMANY,POINT (-122.46842969114546 37.71101763111533),BLVD,22530000,-122.46842969114546 37.71101763111533,-122.46843,37.71102
22209000,LEE,POINT (-122.45409616153104 37.720038191666774),AVE,22209000,-122.45409616153104 37.720038191666774,-122.4541,37.72004
24607000,STEVENSON,POINT (-122.3993500550044 37.78997050484726),ST,24607000,-122.3993500550044 37.78997050484726,-122.39935,37.78997
51223000,KENDALL,POINT (-122.45134640715435 37.80209660191308),DR,51223000,-122.45134640715435 37.80209660191308,-122.45135,37.8021
22580000,MIRAMAR,POINT (-122.45816261261282 37.718231539602336),AVE,22580000,-122.45816261261282 37.718231539602336,-122.45816,37.71823
51014000,UNNAMED 070,POINT (-122.4392138667864 37.71071774863296),,51014000,-122.4392138667864 37.71071774863296,-122.43921,37.71072
27503000,18TH,POINT (-122.47737431080806 37.7823605689306),AVE,27503000,-122.47737431080806 37.7823605689306,-122.47737,37.78236
22798000,MANGELS,POINT (-122.45526051427345 37.73292362274938),AVE,22798000,-122.45526051427345 37.73292362274938,-122.45526,37.73292
23146000,SLOAT,POINT (-122.4741189060359 37.734568247109145),BLVD,23146000,-122.4741189060359 37.734568247109145,-122.47412,37.73457
51381000,WEDEMEYER,POINT (-122.47555676866014 37.788624920602786),ST,51381000,-122.47555676866014 37.788624920602786,-122.47556,37.78862
21918000,DUNCAN,POINT (-122.4291162417987 37.745960040915776),ST,21918000,-122.4291162417987 37.745960040915776,-122.42912,37.74596
23069000,WINSTON,POINT (-122.47490034424523 37.7269907000813),DR,23069000,-122.47490034424523 37.7269907000813,-122.4749,37.72699
23304000,EUCALYPTUS,POINT (-122.49134535572401 37.730703619792614),DR,23304000,-122.49134535572401 37.730703619792614,-122.49135,37.7307
21705000,ROUSSEAU,POINT (-122.42957069858642 37.731039888385666),ST,21705000,-122.42957069858642 37.731039888385666,-122.42957,37.73104
20858000,KAREN,POINT (-122.40727545851607 37.723301431402476),CT,20858000,-122.40727545851607 37.723301431402476,-122.40728,37.7233
22318000,DIAMOND HEIGHTS,POINT (-122.44224379451414 37.746884774850145),BLVD,22318000,-122.44224379451414 37.746884774850145,-122.44224,37.74688
20620000,VESTA,POINT (-122.40029325885861 37.73147825941918),ST,20620000,-122.40029325885861 37.73147825941918,-122.40029,37.73148
50368000,LARKIN,POINT (-122.42171547231897 37.80400750170995),ST,50368000,-122.42171547231897 37.80400750170995,-122.42172,37.80401
20200000,CASHMERE,POINT (-122.38571301015288 37.73660112870332),ST,20200000,-122.38571301015288 37.73660112870332,-122.38571,37.7366
21933000,LAIDLEY,POINT (-122.43245810186214 37.73500643433186),ST,21933000,-122.43245810186214 37.73500643433186,-122.43246,37.73501
24924000,TURK,POINT (-122.4107648284114 37.78321431274775),ST,24924000,-122.4107648284114 37.78321431274775,-122.41076,37.78321
21288000,MIRABEL,POINT (-122.41782283417737 37.74595727051863),AVE,21288000,-122.41782283417737 37.74595727051863,-122.41782,37.74596
33076000,KANSAS,POINT (-122.40195657805329 37.74821489276508),ST,33076000,-122.40195657805329 37.74821489276508,-122.40196,37.74821
28073000,ALEMANY,POINT (-122.4108295007254 37.734732915088),BLVD,28073000,-122.4108295007254 37.734732915088,-122.41083,37.73473
27823000,SPRECKELS LAKE,POINT (-122.49569657050486 37.771665823287314),DR,27823000,-122.49569657050486 37.771665823287314,-122.4957,37.77167
27719000,30TH,POINT (-122.48904208316928 37.764928857006026),AVE,27719000,-122.48904208316928 37.764928857006026,-122.48904,37.76493
24635000,JESSIE,POINT (-122.40479506165846 37.784908300368635),ST,24635000,-122.40479506165846 37.784908300368635,-122.4048,37.78491
34153000,GARDEN,POINT (-122.36448143653304 37.812723543937004),WAY,34153000,-122.36448143653304 37.812723543937004,-122.36448,37.81272
21243000,HOLLY PARK,POINT (-122.41894019371702 37.73789660453028),CIR,21243000,-122.41894019371702 37.73789660453028,-122.41894,37.7379
24671000,PINE,POINT (-122.39976335295385 37.79225794809106),ST,24671000,-122.39976335295385 37.79225794809106,-122.39976,37.79226
27286000,CLEMENT,POINT (-122.46442502496699 37.78293993391334),ST,27286000,-122.46442502496699 37.78293993391334,-122.46443,37.78294
35025000,DE HARO,POINT (-122.40033143930091 37.75267525092422),ST,35025000,-122.40033143930091 37.75267525092422,-122.40033,37.75268
32948000,FARVIEW,POINT (-122.45069717247003 37.75511361686591),CT,32948000,-122.45069717247003 37.75511361686591,-122.4507,37.75511
27970000,44TH,POINT (-122.50468026016785 37.77350519419227),AVE,27970000,-122.50468026016785 37.77350519419227,-122.50468,37.77351
23528000,CESAR CHAVEZ,POINT (-122.38561600680666 37.75038277566523),ST,23528000,-122.38561600680666 37.75038277566523,-122.38562,37.75038
24498000,FREMONT,POINT (-122.39359716393028 37.787996309505054),ST,24498000,-122.39359716393028 37.787996309505054,-122.3936,37.788
27055000,OAKHURST,POINT (-122.46149118035054 37.756776865204536),LN,27055000,-122.46149118035054 37.756776865204536,-122.46149,37.75678
26393000,NIDO,POINT (-122.4460348254155 37.77874953063972),AVE,26393000,-122.4460348254155 37.77874953063972,-122.44603,37.77875
26021000,BUENA VISTA,POINT (-122.43833832907788 37.76900660113726),AVE,26021000,-122.43833832907788 37.76900660113726,-122.43834,37.76901
25175000,POLK,POINT (-122.41899327352476 37.78216927008581),ST,25175000,-122.41899327352476 37.78216927008581,-122.41899,37.78217
27385000,MORAGA,POINT (-122.47981719583139 37.75596633883909),ST,27385000,-122.47981719583139 37.75596633883909,-122.47982,37.75597
25769000,DOUGLASS,POINT (-122.43862776110794 37.75262870934037),ST,25769000,-122.43862776110794 37.75262870934037,-122.43863,37.75263
25809000,NOE,POINT (-122.43317863530928 37.76506065201874),ST,25809000,-122.43317863530928 37.76506065201874,-122.43318,37.76506
27207000,WILLARD,POINT (-122.456863367746 37.77740192270114),ST,27207000,-122.456863367746 37.77740192270114,-122.45686,37.7774
25600000,HYDE,POINT (-122.4207432678996 37.807590107308684),ST,25600000,-122.4207432678996 37.807590107308684,-122.42074,37.80759
26536000,SACRAMENTO,POINT (-122.42251494418696 37.79128889122602),ST,26536000,-122.42251494418696 37.79128889122602,-122.42251,37.79129
20125000,INGALLS,POINT (-122.38455630524014 37.72848584900961),ST,20125000,-122.38455630524014 37.72848584900961,-122.38456,37.72849
51349000,RALSTON,POINT (-122.47316322027639 37.803239313877754),AVE,51349000,-122.47316322027639 37.803239313877754,-122.47316,37.80324
21185000,OGDEN,POINT (-122.41544608492447 37.73600084471186),AVE,21185000,-122.41544608492447 37.73600084471186,-122.41545,37.736
30821000,LYON,POINT (-122.44658786259855 37.79376512058652),ST,30821000,-122.44658786259855 37.79376512058652,-122.44659,37.79377
27840000,GEARY,POINT (-122.4900965789061 37.779839833896666),BLVD,27840000,-122.4900965789061 37.779839833896666,-122.4901,37.77984
26258000,TWIN PEAKS,POINT (-122.44808012166236 37.759090506922945),BLVD,26258000,-122.44808012166236 37.759090506922945,-122.44808,37.75909
21829000,HIGHLAND,POINT (-122.42404014866614 37.73740624693878),AVE,21829000,-122.42404014866614 37.73740624693878,-122.42404,37.73741
24324000,MCALLISTER,POINT (-122.41367636066198 37.78092685532229),ST,24324000,-122.41367636066198 37.78092685532229,-122.41368,37.78093
27420000,LINCOLN,POINT (-122.48154100707775 37.765259582630044),WAY,27420000,-122.48154100707775 37.765259582630044,-122.48154,37.76526
24024000,MARIPOSA,POINT (-122.41024411461927 37.76302933290329),ST,24024000,-122.41024411461927 37.76302933290329,-122.41024,37.76303
24135000,17TH,POINT (-122.41622727098948 37.763635137375005),ST,24135000,-122.41622727098948 37.763635137375005,-122.41623,37.76364
20905000,GOETTINGEN,POINT (-122.40850893614777 37.73155151775733),ST,20905000,-122.40850893614777 37.73155151775733,-122.40851,37.73155
21221000,CORTLAND,POINT (-122.41777908129403 37.73918366611376),AVE,21221000,-122.41777908129403 37.73918366611376,-122.41778,37.73918
22307000,TERESITA,POINT (-122.44669223889137 37.739560326203986),BLVD,22307000,-122.44669223889137 37.739560326203986,-122.44669,37.73956
30734000,02ND,POINT (-122.4013754912435 37.78926432247084),ST,30734000,-122.4013754912435 37.78926432247084,-122.40138,37.78926
27362000,17TH,POINT (-122.47511856165352 37.765544424262295),AVE,27362000,-122.47511856165352 37.765544424262295,-122.47512,37.76554
52185000,KANSAS,POINT (-122.4028225714805 37.75727233308584),ST,52185000,-122.4028225714805 37.75727233308584,-122.40282,37.75727
27141000,07TH,POINT (-122.46391189184469 37.76040534449928),AVE,27141000,-122.46391189184469 37.76040534449928,-122.46391,37.76041
23420000,PACHECO,POINT (-122.49442716579111 37.74970576783847),ST,23420000,-122.49442716579111 37.74970576783847,-122.49443,37.74971
50112000,BRET HARTE,POINT (-122.4178737592133 37.80472830790028),TER,50112000,-122.4178737592133 37.80472830790028,-122.41787,37.80473
22494000,ORIZABA,POINT (-122.46256899944615 37.71315016532895),AVE,22494000,-122.46256899944615 37.71315016532895,-122.46257,37.71315
27240000,05TH,POINT (-122.4628047512774 37.77541790808522),AVE,27240000,-122.4628047512774 37.77541790808522,-122.4628,37.77542
54037000,GUTTENBERG,POINT (-122.4424115591993 37.70884467721752),ST,54037000,-122.4424115591993 37.70884467721752,-122.44241,37.70884
25435000,JONES,POINT (-122.41566750331386 37.799150732760026),ST,25435000,-122.41566750331386 37.799150732760026,-122.41567,37.79915
23872000,08TH,POINT (-122.40542473456703 37.7712963527609),ST,23872000,-122.40542473456703 37.7712963527609,-122.40542,37.7713
33138000,HUNTERS POINT,POINT (-122.37663803589929 37.732496124663584),BLVD,33138000,-122.37663803589929 37.732496124663584,-122.37664,37.7325
20092000,EGBERT,POINT (-122.38515706202276 37.71840736429823),AVE,20092000,-122.38515706202276 37.71840736429823,-122.38516,37.71841
27274000,BALBOA,POINT (-122.46506846062842 37.7771853055984),ST,27274000,-122.46506846062842 37.7771853055984,-122.46507,37.77719
25401000,CHESTNUT,POINT (-122.40932450305434 37.80424337184242),ST,25401000,-122.40932450305434 37.80424337184242,-122.40932,37.80424
22034000,GOLD MINE,POINT (-122.43880373483236 37.74255118030602),DR,22034000,-122.43880373483236 37.74255118030602,-122.4388,37.74255
26121000,PARKRIDGE,POINT (-122.44627069892343 37.7527790327472),DR,26121000,-122.44627069892343 37.7527790327472,-122.44627,37.75278
24968000,JONES,POINT (-122.41372838841257 37.78952931740494),ST,24968000,-122.41372838841257 37.78952931740494,-122.41373,37.78953
24263000,FOLSOM,POINT (-122.40729368049308 37.777179298289596),ST,24263000,-122.40729368049308 37.777179298289596,-122.40729,37.77718
22860000,VASQUEZ,POINT (-122.45865669613268 37.74571029050565),AVE,22860000,-122.45865669613268 37.74571029050565,-122.45866,37.74571
20682000,QUINT,POINT (-122.39801424809885 37.73551477683219),ST,20682000,-122.39801424809885 37.73551477683219,-122.39801,37.73551
26210000,UPPER,POINT (-122.44441170800619 37.763986929071024),TER,26210000,-122.44441170800619 37.763986929071024,-122.44441,37.76399
24926000,TAYLOR,POINT (-122.41113980108966 37.78507459648476),ST,24926000,-122.41113980108966 37.78507459648476,-122.41114,37.78507
24421000,11TH,POINT (-122.41710413586189 37.774325287620286),ST,24421000,-122.41710413586189 37.774325287620286,-122.4171,37.77433
23189000,QUINTARA,POINT (-122.47174916409409 37.74883626779684),ST,23189000,-122.47174916409409 37.74883626779684,-122.47175,37.74884
54188000,VALENCIA,POINT (-122.42213443459113 37.76747292134763),ST,54188000,-122.42213443459113 37.76747292134763,-122.42213,37.76747
32825000,LYON,POINT (-122.44443147279898 37.782569696539916),ST,32825000,-122.44443147279898 37.782569696539916,-122.44443,37.78257
26009000,DUBOCE,POINT (-122.43755640824605 37.76904335766917),AVE,26009000,-122.43755640824605 37.76904335766917,-122.43756,37.76904
21679000,PERU,POINT (-122.42730210829846 37.72745748376857),AVE,21679000,-122.42730210829846 37.72745748376857,-122.4273,37.72746
21678000,AVALON,POINT (-122.42848229179656 37.72590081431429),AVE,21678000,-122.42848229179656 37.72590081431429,-122.42848,37.7259
54034000,CHANCERY,POINT (-122.44286103422598 37.71733699080769),LN,54034000,-122.44286103422598 37.71733699080769,-122.44286,37.71734
25628000,AMES,POINT (-122.42391320708309 37.75673370160985),ST,25628000,-122.42391320708309 37.75673370160985,-122.42391,37.75673
33550000,AUTOMOBILE,POINT (-122.48786025022098 37.78822245733669),DR,33550000,-122.48786025022098 37.78822245733669,-122.48786,37.78822
24583000,03RD,POINT (-122.39893033117133 37.7837849338221),ST,24583000,-122.39893033117133 37.7837849338221,-122.39893,37.78378
25884000,DUBOCE,POINT (-122.42912798583046 37.7694561285871),AVE,25884000,-122.42912798583046 37.7694561285871,-122.42913,37.76946
25327000,GREEN,POINT (-122.40661174809225 37.79980263435168),ST,25327000,-122.40661174809225 37.79980263435168,-122.40661,37.7998
25883000,BELCHER,POINT (-122.43008145405439 37.76766212069546),ST,25883000,-122.43008145405439 37.76766212069546,-122.43008,37.76766
24176000,HOFF,POINT (-122.42043281739039 37.76337555212114),ST,24176000,-122.42043281739039 37.76337555212114,-122.42043,37.76338
20539000,WILLIAMS,POINT (-122.39739019441683 37.729940180924196),AVE,20539000,-122.39739019441683 37.729940180924196,-122.39739,37.72994
50660000,CUBA,POINT (-122.44536251853906 37.737406358791795),ALY,50660000,-122.44536251853906 37.737406358791795,-122.44536,37.73741
